,Series Name,Series Code,Country Name,Country Code,1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
227,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Australia,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.93481,1742.664865,1837.895986,1976.650669,2121.67752,2298.604238,2426.964345,2593.62626,2696.3223,2918.114186,3031.410677,3235.020493,3413.338609,3554.95354,3782.285049,3857.730052,4085.863023,4151.819526,4259.096655,4357.260783,
228,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Austria,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.468316,2325.048663,2458.582496,2621.931259,2773.206511,2914.058434,2947.74336,3136.019239,3295.587336,3482.554086,3552.920905,3795.165839,3967.367618,4233.748101,4394.752778,4530.806871,4676.910871,4862.869021,4889.146013,5038.881645,
229,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.6541053,149.6563638,142.0866213,156.2832623,166.6394903,163.6723701,174.8940473,193.6936769,319.2626307,431.6080699,552.4594057,593.8930659,622.5355242,596.4411546,868.5007534,829.3407725,784.5216105,873.877457,948.9511,1047.300598,
230,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.340244,1168.045258,962.2907503,1014.308061,1020.741139,1066.990393,1087.475041,1135.566076,1196.896318,1302.467888,1345.813147,1623.403954,1693.049307,1708.736466,1649.649886,1668.110446,1730.194828,1725.575444,1637.041217,1818.768493,
231,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.591527,1517.769206,1655.636919,1653.97033,1658.846212,1255.930615,1366.533297,1407.453801,1397.719841,1303.469374,1255.980433,1237.480217,1261.227901,1294.131562,1489.732944,1434.094441,1349.784146,1788.868383,2028.710659,2272.895905,
232,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84762153,32.4400828,25.62927799,26.70631957,28.32415664,30.35170574,33.98057033,36.93081276,37.53835868,41.62295918,46.16724735,52.31747093,56.86858763,61.8161763,66.13961412,73.57809255,81.40056421,85.14951446,84.68115871,88.07585743,
233,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Barbados,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.1054758,477.0258758,518.4531098,519.1993573,553.6043295,593.8527859,626.288181,672.1465683,703.4967456,718.0895584,723.1964006,769.987721,855.7249018,929.9543692,924.1096859,927.3165822,1027.245437,1160.823549,1013.729832,1013.966882,
234,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1269707,252.7208506,303.8120523,301.9902018,329.5482617,356.4930395,415.2695275,435.4729784,487.5193352,561.6955025,666.9075046,699.1582445,795.0716405,828.1280672,857.0796699,854.3490242,816.2300453,859.4886454,1068.229215,1030.992411,
235,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Belgium,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.616251,1808.795561,1853.356285,1923.798629,2050.609457,2249.151316,2371.458175,2548.322205,2828.233053,2914.187794,2985.253592,3152.308479,3310.339285,3568.453998,3837.043375,3906.652892,4166.279224,4237.731493,4264.187379,4391.595144,
236,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.2040621,164.4352242,180.2625847,176.1554763,181.0648658,219.3762079,258.7846253,261.2601642,293.9095207,298.4971618,312.1397888,323.9967907,354.4663171,389.0088232,439.0391864,451.1503129,440.41475,449.9795476,477.1873919,488.7354549,
237,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Benin,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83495731,48.13154517,47.24747459,49.07447204,53.31409853,52.4596597,59.64439637,55.8088816,61.96274667,62.57837798,66.76049374,69.42651728,69.19661012,66.35790844,70.92418657,79.34247826,88.22889863,83.3296218,82.24058643,85.60836075,
238,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99506561,143.9966131,176.7983314,181.9404587,186.1006062,197.0574291,181.2370585,259.2260657,174.817784,166.1670028,214.4161133,230.02755,304.0870618,356.5081738,344.6217256,328.6341034,325.6514913,268.4584055,283.0252617,281.0963427,
240,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6151371,144.320893,136.0910227,173.3072104,210.5977847,198.226764,225.2539218,238.0877679,201.9512336,208.7873595,240.2656349,233.9702636,236.1006519,253.4518124,299.3084569,293.4396902,312.7568877,333.4974473,382.1140385,427.4112965,
241,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5535352,229.6594877,263.6712159,308.2004671,364.137124,314.5727101,338.7650758,354.7504198,426.8613155,527.7047889,544.8289626,607.5734653,671.7814557,754.8817222,837.7052639,855.8363695,915.1051226,947.943652,919.1733347,957.3969791,
242,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Botswana,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.2409748,284.5444591,333.003595,326.7415367,329.3766796,381.380159,475.3577751,570.6347699,431.4554217,537.0387833,577.471205,555.9358078,580.1953078,737.2376075,750.4743697,779.7747171,697.8671815,878.7249266,893.1656896,870.83699,
243,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.4785181,553.5279385,571.8580503,559.8598619,592.5513351,633.747585,661.7844328,676.787495,670.8255928,731.4827382,899.4984761,963.2155184,1027.572816,1083.500785,1132.276749,1167.125891,1199.845243,1257.327661,1334.097569,1318.17208,
244,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.93341,2175.112145,2134.960196,2501.407847,2193.989845,1809.563881,1867.912782,1919.423638,2014.47711,1988.17995,1768.163224,1598.641519,1669.562642,1578.992212,1964.518746,1926.50587,1645.460831,1706.219453,1903.79442,1777.758609,
246,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.272253,240.9604535,255.6107825,284.9715342,337.6014218,384.2433979,490.8430363,574.774299,624.9532999,651.9634134,721.5962004,770.9879737,850.886807,984.0822232,1005.251479,1088.29716,1070.939417,1131.182789,1270.509732,1398.878488,
247,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Burkina Faso,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09321985,35.77392433,37.57249975,40.64801576,42.68722869,41.95065904,42.94740345,47.61087507,54.18894418,64.98683798,75.3896944,76.27144834,81.26638036,88.02503815,96.90349801,99.9191233,76.01352537,82.40361559,96.72003406,82.30537688,
248,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Burundi,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.54320045,30.87109375,27.88372234,31.84791126,30.70990998,28.14571736,28.51732101,30.48367392,30.25593705,42.60212761,59.34786042,72.70312899,65.8684821,53.37726263,48.57511125,61.32775752,61.53007119,60.80011299,60.26275697,58.01861945,
249,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06137534,94.66525595,102.441612,125.9097736,123.4125739,144.9737177,160.4376736,167.9734672,169.6105544,191.8841512,209.1683385,249.1719415,230.7948014,229.9649468,243.4941978,282.6504914,282.6959003,288.1608013,271.888014,310.123883,
250,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15394376,61.95748636,56.28157395,54.25003265,55.93190186,63.72911176,67.15479317,74.37915712,91.76420136,97.64608352,102.0390272,87.98498475,82.01514141,130.3496917,148.166017,146.5850061,149.4216897,177.6133266,182.603143,183.2312281,
251,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.59151072,85.67326204,80.28199924,78.92748857,81.4090631,85.34653046,93.27304682,99.29319896,104.9966375,103.7100568,107.1951502,109.6316628,115.0051475,127.9796348,125.512924,133.3301994,103.5778214,117.7681517,121.7318192,121.9234186,
252,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Canada,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076.423794,2073.62745,2168.076555,2319.942311,2427.162632,2540.588061,2745.807463,2887.674786,3073.757673,3232.4533,3469.042544,3707.94287,3878.020979,4047.28297,4351.078532,4512.824421,4521.408976,4585.420877,4623.250028,4640.946497,
253,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73567414,27.04578263,22.61076049,24.43592798,27.34436325,27.80788445,27.20537157,29.67287685,29.14289984,29.7197867,31.83783487,31.07325843,33.23035268,36.13393865,30.19576783,33.67421824,33.35862772,33.65525446,22.59951549,24.95621963,
255,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90132317,41.31232081,44.06419876,44.80134234,47.25389665,49.40686427,52.68886536,76.47453369,56.74741646,78.18543025,62.43452782,53.14427558,54.88388467,48.63788051,56.04397874,55.57835729,59.01292561,59.90136056,70.79693522,79.01538673,
256,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Chile,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.7482427,460.634068,505.6812232,566.5267312,579.0262806,614.4099562,652.4433916,669.319553,794.0854423,815.9612014,853.6577538,962.6779712,1065.511687,1126.929668,1198.68385,1272.46247,1422.055915,1538.742736,1663.513425,1749.363241,
258,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.34054232,76.68115317,89.91366446,104.8869359,117.9773834,133.2455024,145.509708,168.2672698,189.1949047,208.4730566,235.0710513,263.648024,293.5661277,346.8435348,419.9479923,450.3382367,515.1403015,588.3594347,654.3693398,730.5178031,
259,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.9304114,513.7021641,583.9045757,569.7410242,542.5836716,388.9683536,402.3412016,392.7090906,428.8818565,415.285642,479.7108455,547.4459607,607.2582294,670.7477626,719.4873594,721.7037579,762.8852933,835.6853911,869.8566406,961.8879703,
260,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.94133691,45.52331497,47.00948373,42.18844901,40.68341733,37.81337481,33.93095702,40.75929576,44.6369474,49.49849521,55.91710481,61.15331749,66.6154136,69.2544968,51.63718949,79.5724738,85.1168533,101.522384,95.32731087,100.8161178,
261,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Congo, Dem. Rep.",ZAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09151559,15.61689114,17.42708952,19.93234657,16.86426537,5.94371358,10.66369969,10.49050159,13.55512195,15.00963437,14.99155545,16.96617062,19.10881626,24.73571779,31.25019,23.62151268,21.81532551,24.55287183,27.04017289,32.28043161,
262,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7000796,101.6910896,108.2404603,133.2559691,105.2467554,78.28895335,93.06025105,97.25513939,104.0461554,105.7131511,108.5523994,113.1795589,118.6492339,101.7348698,116.1214785,125.6965052,157.153505,230.6448177,302.5980943,322.6333656,
263,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.57095,409.1994905,409.7855348,492.9510252,507.8033977,540.6292004,558.3838514,649.3389256,713.8747729,696.4029689,745.432961,834.1913395,1012.252656,1081.67483,1145.26399,1197.812351,1271.841013,1322.401185,1359.437115,1389.336918,
264,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.866726,152.9790901,164.3061205,175.0557122,157.2989715,141.6401338,114.7228468,103.6012562,106.6550488,122.7138887,130.1725256,145.532528,161.0669186,161.2617817,169.66543,168.9186241,163.5248071,172.158423,176.1266655,187.0199205,
265,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.8042412,628.1199398,567.9381013,667.5280811,736.091812,834.1320249,872.9374029,813.3707683,893.0493698,990.1325091,1103.834645,1218.530584,1448.710812,1621.858726,1630.495456,1606.629985,1601.237147,1643.41053,1666.057272,1652.122294,
266,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.8830393,383.9324901,418.1064094,442.1037045,494.0435333,541.3649802,589.4003001,627.0012427,643.5950758,679.1564485,1192.886474,1125.643291,1683.955664,1851.88738,2065.145619,1852.153682,2005.440677,1704.373292,1993.464764,2474.616779,
267,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.3544344,822.7193466,897.0486531,955.466362,1007.417946,1113.978594,1209.707873,1308.367331,1495.083849,1510.878989,1599.973735,1716.594469,1780.144734,2224.189447,2343.921852,2270.020647,2313.104187,2215.658224,2112.021251,2062.374058,
269,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.5425316,915.3970105,920.1812777,924.4545346,937.918329,981.5032926,1081.164519,1194.828234,1342.184033,1388.451769,1479.931727,1564.745305,1670.771415,1778.976527,2035.301971,1929.918642,2041.375456,2057.588861,2064.433176,2146.320883,
270,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.161385,1980.201785,2061.409702,2134.482998,2414.467842,2512.648061,2684.722812,2874.731621,2902.638805,3128.637928,3248.019573,3585.612821,3774.791702,4069.653159,4424.460794,4544.764534,4608.188143,4688.673649,4858.199554,4782.059514,
271,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.58518823,64.88623977,72.3865676,84.51072151,101.4693179,95.63839264,91.78066618,95.47276846,113.0784224,128.1699746,143.5463951,149.4744299,174.3558449,190.3829315,184.0168278,231.7879,242.4307269,257.6303507,276.730008,337.9588614,
272,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.9235635,320.6710766,339.7288874,347.7109868,359.7524913,299.9281361,304.2208662,309.1450833,329.5207675,327.7619977,358.2295081,382.2112387,427.1734341,455.036108,523.8124925,581.4208293,582.0352603,553.2149498,577.1243375,586.9019134,
273,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.6096437,245.2162524,278.4125132,305.9494731,339.6800466,376.5322416,365.8700916,400.4300862,383.5792576,304.2794986,336.6443848,385.8910419,423.6411507,424.5278642,447.728719,446.1069677,479.9298972,500.3807319,507.6758657,580.3284081,
274,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4510606,213.7624048,220.8143589,217.541699,219.7290183,197.8412062,236.1425086,293.5757755,423.7271987,445.778073,450.1200464,475.0488732,496.6919434,504.925717,495.572813,540.8232061,587.1958886,678.1083502,797.4047495,1039.756586,
275,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0078795,209.3287513,248.1033431,270.6564252,301.8099862,324.7473669,359.8361109,389.6822614,368.7175669,363.0302101,374.4521321,413.6867125,422.3359537,441.453618,475.1031589,474.8104811,507.5471432,542.4597849,567.1699241,594.1102516,
276,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.311105,325.7085965,370.8309915,396.1703095,400.4255572,416.0793895,422.4106318,430.2228373,430.2861967,430.2565082,451.4807527,447.4747323,449.7800016,455.6060418,487.5291735,504.7356954,517.175391,526.7184613,561.4814509,564.885461,
277,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.70950705,94.30473118,166.1929717,270.0763494,214.8179974,248.8176546,262.3302412,353.9838916,432.7086657,638.6116958,506.9304664,629.3614126,748.5330865,854.6833125,1768.675546,1237.30323,1103.403237,1367.393441,1196.143105,1163.416147,
278,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.09138134,44.83989001,56.19006703,60.31917186,66.52910658,56.64506248,54.2664003,55.77824595,46.50221267,42.02964394,40.76206719,45.03224304,45.70368588,46.12307138,42.341886,42.10113652,43.19398287,44.79592593,45.62915665,51.0405941,
279,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.9321595,453.3089541,492.2021375,467.4076785,512.6087478,511.0377009,510.3022813,570.7947863,650.1393801,749.6804858,823.8641548,957.1616937,1113.433446,1339.324238,1383.633256,1300.068401,1356.057679,1555.765993,1660.093062,1668.313467,
280,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.40728922,13.58443697,15.16155002,16.76469257,18.41877691,21.41641274,22.50991904,25.01220334,23.77366821,24.6384633,27.44203037,32.42684174,37.92213038,38.0668298,41.86599854,72.30531157,76.29493633,72.46903911,71.30421924,72.96435215,
281,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.8804669,152.8647742,162.3852944,148.5419239,160.7765755,197.7063372,174.3041531,193.4286972,191.643054,222.6751749,230.4741815,255.533431,251.371511,252.1306249,287.0317025,294.2137127,293.3371299,309.7298772,330.5986757,364.0509182,
283,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.088829,1550.466082,1617.526762,1659.805487,1743.263981,1855.927635,1974.281423,2152.331831,2258.104538,2456.826244,2593.507067,2784.692046,2932.895557,3189.349533,3297.2977,3316.640565,3486.13667,3608.12012,3653.767119,3701.141127,
